creator,creatorLabel,datebirth,datedeath,placebirthLabel,lat_long,placedeathLabel,lat_long_2
http://www.wikidata.org/entity/Q1909372,Matteo Civitali,1436-06-05T00:00:00Z,1501-10-12T00:00:00Z,Lucques,"43.85, 10.516666666667",Lucques,"43.85, 10.516666666667"
http://www.wikidata.org/entity/Q1984287,Martino Rota,1520-01-01T00:00:00Z,1583-01-01T00:00:00Z,Šibenik,"43.733888888889, 15.895555555556",Vienne,"48.20833, 16.373064"
http://www.wikidata.org/entity/Q1909372,Matteo Civitali,1436-06-05T00:00:00Z,1502-01-01T00:00:00Z,Lucques,"43.85, 10.516666666667",Lucques,"43.85, 10.516666666667"
http://www.wikidata.org/entity/Q1710465,Juan Fernández Navarette,1526-01-01T00:00:00Z,1579-03-28T00:00:00Z,Logroño,"42.47, -2.4455555555556",Tolède,"39.866666666667, -4.0333333333333"
http://www.wikidata.org/entity/Q1753592,Lorenzo Leonbruno,1480-03-10T00:00:00Z,1537-01-01T00:00:00Z,Mantoue,"45.156388888889, 10.791111111111",Mantoue,"45.156388888889, 10.791111111111"
http://www.wikidata.org/entity/Q1666637,Rueland Frueauf l'ancien,1440-01-01T00:00:00Z,1507-01-01T00:00:00Z,Obernberg am Inn,"48.321111111111, 13.336111111111",Passau,"48.566666666667, 13.466666666667"
http://www.wikidata.org/entity/Q1823098,Aartgens,1498-01-01T00:00:00Z,1564-01-01T00:00:00Z,Leyde,"52.15274, 4.4836",Leyde,"52.154444444444, 4.4947222222222"
http://www.wikidata.org/entity/Q1823098,Aartgens,1498-01-01T00:00:00Z,1564-01-01T00:00:00Z,Leyde,"52.15274, 4.4836",Leyde,"52.15274, 4.4836"
http://www.wikidata.org/entity/Q2898582,Bernard Salomon,1506-01-01T00:00:00Z,1561-01-01T00:00:00Z,Lyon,"45.758888888889, 4.8413888888889",Lyon,"45.758888888889, 4.8413888888889"
http://www.wikidata.org/entity/Q2895740,Benedetto Pagni,1504-01-01T00:00:00Z,1578-01-01T00:00:00Z,Pescia,"43.9, 10.683333333333",Mantoue,"45.156388888889, 10.791111111111"
http://www.wikidata.org/entity/Q2898582,Bernard Salomon,1500-01-01T00:00:00Z,1561-01-01T00:00:00Z,Lyon,"45.758888888889, 4.8413888888889",Lyon,"45.758888888889, 4.8413888888889"
http://www.wikidata.org/entity/Q2958666,Leonardo di Francesco di Lazzaro Malatesta,1483-01-01T00:00:00Z,1518-01-01T00:00:00Z,Pistoia,"43.933333333333, 10.916666666667",Pistoia,"43.933333333333, 10.916666666667"
http://www.wikidata.org/entity/Q2943711,Cecilia Brusasorci,1549-01-01T00:00:00Z,1593-01-01T00:00:00Z,Vérone,"45.438158333333, 10.993741666667",Vérone,"45.438158333333, 10.993741666667"
http://www.wikidata.org/entity/Q2898897,Bernardino Lanino,1512-01-01T00:00:00Z,1583-01-01T00:00:00Z,Mortara,"45.25, 8.75",Verceil,"45.316666666667, 8.4166666666667"
http://www.wikidata.org/entity/Q1927814,Michael Heuffner,1483-01-01T00:00:00Z,1511-01-01T00:00:00Z,Egra,"50.079759165169, 12.373995588434",Zwickau,"50.718888888889, 12.496111111111"
http://www.wikidata.org/entity/Q1968947,Vincenzo Catena,1470-01-01T00:00:00Z,1531-09-01T00:00:00Z,Venise,"45.439722222222, 12.331944444444",Venise,"45.439722222222, 12.331944444444"
http://www.wikidata.org/entity/Q1989594,Giulio Campagnola,1482-01-01T00:00:00Z,1515-01-01T00:00:00Z,Padoue,"45.406388888889, 11.877777777778",Venise,"45.439722222222, 12.331944444444"
http://www.wikidata.org/entity/Q1953028,Livio Agresti,1505-01-01T00:00:00Z,1579-01-01T00:00:00Z,Forlì,"44.2225, 12.040833333333",Rome,"41.893055555556, 12.482777777778"
http://www.wikidata.org/entity/Q1967967,Hugo de Carpi,1470-01-01T00:00:00Z,1523-07-20T00:00:00Z,Carpi,"44.783333333333, 10.885",Rome,"41.893055555556, 12.482777777778"
http://www.wikidata.org/entity/Q2440881,Tommaso Vincidor,1493-01-01T00:00:00Z,1536-01-01T00:00:00Z,Bologne,"44.493888888889, 11.342777777778",Bréda,"51.583333333333, 4.7833333333333"
http://www.wikidata.org/entity/Q2311437,Biagio di Antonio Tucci,1446-01-01T00:00:00Z,1516-06-01T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q2278905,Paolo da San Leocadio,1447-09-10T00:00:00Z,1520-01-01T00:00:00Z,Reggio d’Émilie,"44.7, 10.633333333333",Valence,"39.466666666667, -0.375"
http://www.wikidata.org/entity/Q2334502,Jan van Amstel,1500-01-01T00:00:00Z,1542-01-01T00:00:00Z,Amsterdam,"52.383333333333, 4.9",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q2313016,Gillis Mostaert,1528-01-01T00:00:00Z,1598-12-28T00:00:00Z,Hulst,"51.283333333333, 4.0333333333333",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q2309545,Michele Tosini,1503-05-28T00:00:00Z,1577-11-17T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q2459386,Giovanni Battista Naldini,1535-05-13T00:00:00Z,1591-02-18T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q2293488,Nicolau Factor,1520-07-09T00:00:00Z,1583-12-23T00:00:00Z,Valence,"39.466666666667, -0.375",Valence,"39.466666666667, -0.375"
http://www.wikidata.org/entity/Q2358412,Lazzaro Bastiani,1429-01-01T00:00:00Z,1512-04-25T00:00:00Z,Padoue,"45.406388888889, 11.877777777778",Venise,"45.439722222222, 12.331944444444"
http://www.wikidata.org/entity/Q2183916,Dirck Barendsz,1534-01-01T00:00:00Z,1592-01-01T00:00:00Z,Amsterdam,"52.383333333333, 4.9",Amsterdam,"52.383333333333, 4.9"
http://www.wikidata.org/entity/Q2075837,Bernardo Parentino,1437-01-01T00:00:00Z,1531-11-07T00:00:00Z,Poreč,"45.216666666667, 13.583333333333",Vicence,"45.55, 11.55"
http://www.wikidata.org/entity/Q2060317,Gielis Panhedel,1490-01-01T00:00:00Z,1557-01-01T00:00:00Z,Bruxelles,"50.8467, 4.3547",Bruxelles,"50.846666666667, 4.3525"
http://www.wikidata.org/entity/Q2183916,Dirck Barendsz,1534-01-01T00:00:00Z,1592-05-26T00:00:00Z,Amsterdam,"52.383333333333, 4.9",Amsterdam,"52.383333333333, 4.9"
http://www.wikidata.org/entity/Q2559941,Marco Calabrese,1486-01-01T00:00:00Z,1542-01-01T00:00:00Z,Tiriolo,"38.95, 16.5",Naples,"40.833333333333, 14.25"
http://www.wikidata.org/entity/Q2701846,Girolamo da Carpi,1501-01-01T00:00:00Z,1556-08-01T00:00:00Z,Ferrare,"44.835297, 11.619865",Ferrare,"44.835297, 11.619865"
http://www.wikidata.org/entity/Q2706669,Battista Dossi,1490-01-01T00:00:00Z,1548-01-01T00:00:00Z,San Giovanni del Dosso,"44.966666666667, 11.083333333333",Ferrare,"44.835297, 11.619865"
http://www.wikidata.org/entity/Q2644514,Alfonso Franco,1466-01-01T00:00:00Z,1523-01-01T00:00:00Z,Messine,"38.183333333333, 15.55",Messine,"38.183333333333, 15.55"
http://www.wikidata.org/entity/Q2696849,Friedrich Pacher,1435-01-01T00:00:00Z,1508-01-01T00:00:00Z,Neustift,"46.740469, 11.652077",Brunico,"46.79942, 11.93429"
http://www.wikidata.org/entity/Q2597755,Susanna Horenbout,1503-01-01T00:00:00Z,1545-01-01T00:00:00Z,Flandre,"51, 4.5",Angleterre,"51.5, -0.11666666666667"
http://www.wikidata.org/entity/Q2597755,Susanna Horenbout,1503-01-01T00:00:00Z,1545-01-01T00:00:00Z,Flandre,"51.0, 4.5",Angleterre,"51.5, -0.11666666666667"
http://www.wikidata.org/entity/Q2283466,Pieter Cornelisz Kunst,1484-01-01T00:00:00Z,1561-01-01T00:00:00Z,Leyde,"52.15274, 4.4836",Leyde,"52.15274, 4.4836"
http://www.wikidata.org/entity/Q2283466,Pieter Cornelisz Kunst,1484-01-01T00:00:00Z,1561-01-01T00:00:00Z,Leyde,"52.154444444444, 4.4947222222222",Leyde,"52.15274, 4.4836"
http://www.wikidata.org/entity/Q1967967,Hugo de Carpi,1470-01-01T00:00:00Z,1523-07-20T00:00:00Z,Carpi,"44.78237, 10.8777",Rome,"41.893055555556, 12.482777777778"
http://www.wikidata.org/entity/Q1879480,Léonard Limosin,1505-01-01T00:00:00Z,1575-01-01T00:00:00Z,Limoges,"45.834444444444, 1.2616666666667",Limoges,"45.834444444444, 1.2616666666667"
http://www.wikidata.org/entity/Q1823098,Aartgens,1498-01-01T00:00:00Z,1564-01-01T00:00:00Z,Leyde,"52.154444444444, 4.4947222222222",Leyde,"52.154444444444, 4.4947222222222"
http://www.wikidata.org/entity/Q1823098,Aartgens,1498-01-01T00:00:00Z,1564-01-01T00:00:00Z,Leyde,"52.154444444444, 4.4947222222222",Leyde,"52.15274, 4.4836"
http://www.wikidata.org/entity/Q2297219,Domenico Riccio,1516-01-01T00:00:00Z,1567-01-01T00:00:00Z,Vérone,"45.438158333333, 10.993741666667",Vérone,"45.438158333333, 10.993741666667"
http://www.wikidata.org/entity/Q2283466,Pieter Cornelisz Kunst,1484-01-01T00:00:00Z,1561-01-01T00:00:00Z,Leyde,"52.154444444444, 4.4947222222222",Leyde,"52.154444444444, 4.4947222222222"
http://www.wikidata.org/entity/Q2283466,Pieter Cornelisz Kunst,1484-01-01T00:00:00Z,1561-01-01T00:00:00Z,Leyde,"52.15274, 4.4836",Leyde,"52.154444444444, 4.4947222222222"
http://www.wikidata.org/entity/Q2405424,Bernardino de Conti,1465-01-01T00:00:00Z,1525-01-01T00:00:00Z,Castelseprio,"45.71372, 8.86161",Pavie,"45.185280555556, 9.155"
http://www.wikidata.org/entity/Q2382158,Paolo Morando,1486-01-01T00:00:00Z,1522-01-01T00:00:00Z,Vérone,"45.438158333333, 10.993741666667",Vérone,"45.438158333333, 10.993741666667"
http://www.wikidata.org/entity/Q2281325,Anthonie Blocklandt van Montfoort,1533-01-01T00:00:00Z,1583-01-01T00:00:00Z,Montfoort,"52.045, 4.9508",Utrecht,"52.088888888889, 5.1155555555556"
http://www.wikidata.org/entity/Q2445767,Dirck Jacobsz,1496-01-01T00:00:00Z,1567-01-01T00:00:00Z,Amsterdam,"52.383333333333, 4.9",Amsterdam,"52.383333333333, 4.9"
http://www.wikidata.org/entity/Q2307438,Morto da Feltre,1480-01-01T00:00:00Z,1527-01-01T00:00:00Z,Feltre,"46.016666666667, 11.9",Zadar,"44.116666666667, 15.216666666667"
http://www.wikidata.org/entity/Q2419460,Lucas D'Heere,1534-01-01T00:00:00Z,1584-08-29T00:00:00Z,Gand,"51.05, 3.7166666666667",Paris,"48.856577777778, 2.3518277777778"
http://www.wikidata.org/entity/Q2308587,Alessandro Araldi,1460-01-01T00:00:00Z,1529-01-01T00:00:00Z,Parme,"44.801472222222, 10.328",Parme,"44.801472222222, 10.328"
http://www.wikidata.org/entity/Q1660326,Cristoforo Gherardi,1508-12-05T00:00:00Z,1556-04-14T00:00:00Z,Sansepolcro,"43.575555555556, 12.143888888889",Sansepolcro,"43.575555555556, 12.143888888889"
http://www.wikidata.org/entity/Q1874895,Ludwig Refinger,1510-01-01T00:00:00Z,1549-01-01T00:00:00Z,Ingolstadt,"48.763611111111, 11.426111111111",Munich,"48.133333333333, 11.566666666667"
http://www.wikidata.org/entity/Q1874895,Ludwig Refinger,1510-01-01T00:00:00Z,1549-01-01T00:00:00Z,Ingolstadt,"48.76667, 11.41469",Munich,"48.133333333333, 11.566666666667"
http://www.wikidata.org/entity/Q1866375,Hubert Goltzius,1526-11-13T00:00:00Z,1583-03-24T00:00:00Z,Venlo,"51.366666666667, 6.1666666666667",Bruges,"51.209444444444, 3.22"
http://www.wikidata.org/entity/Q1840332,Adriaen de Weerdt,1510-01-01T00:00:00Z,1590-01-01T00:00:00Z,Bruxelles,"50.8467, 4.3547",Cologne,"50.942222222222, 6.9577777777778"
http://www.wikidata.org/entity/Q1896999,Mariano Riccio,1510-01-01T00:00:00Z,1593-01-01T00:00:00Z,Messine,"38.183333333333, 15.55",Messine,"38.183333333333, 15.55"
http://www.wikidata.org/entity/Q1866375,Hubert Goltzius,1526-11-09T00:00:00Z,1583-03-24T00:00:00Z,Wurtzbourg,"49.794444444444, 9.9294444444444",Bruges,"51.209444444444, 3.22"
http://www.wikidata.org/entity/Q1866375,Hubert Goltzius,1526-11-13T00:00:00Z,1583-03-24T00:00:00Z,Wurtzbourg,"49.794444444444, 9.9294444444444",Bruges,"51.209444444444, 3.22"
http://www.wikidata.org/entity/Q1866375,Hubert Goltzius,1526-11-09T00:00:00Z,1583-03-24T00:00:00Z,Venlo,"51.366666666667, 6.1666666666667",Bruges,"51.209444444444, 3.22"
http://www.wikidata.org/entity/Q1827660,Willem Key,1510-01-01T00:00:00Z,1568-06-05T00:00:00Z,Bréda,"51.583333333333, 4.7833333333333",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q1873074,Lucas Gassel,1500-01-01T00:00:00Z,1568-01-01T00:00:00Z,Helmond,"51.47968, 5.65559",Bruxelles,"50.8467, 4.3547"
http://www.wikidata.org/entity/Q1873074,Lucas Gassel,1500-01-01T00:00:00Z,1568-01-01T00:00:00Z,Helmond,"51.483333333333, 5.65",Bruxelles,"50.8467, 4.3547"
http://www.wikidata.org/entity/Q1905348,Martin van Cleve,1527-01-01T00:00:00Z,1581-01-01T00:00:00Z,Anvers,"51.216666666667, 4.4",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q1828172,Jacob Grimmer,1525-01-01T00:00:00Z,1590-01-01T00:00:00Z,Anvers,"51.216666666667, 4.4",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q1873864,Ludger tom Ring l'Ancien,1496-01-01T00:00:00Z,1547-04-03T00:00:00Z,Münster,"51.966666666667, 7.6333333333333",Münster,"51.966666666667, 7.6333333333333"
http://www.wikidata.org/entity/Q2327761,Giovan Francesco Penni,1488-01-01T00:00:00Z,1528-01-01T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Naples,"40.833333333333, 14.25"
http://www.wikidata.org/entity/Q2296884,Girolamo Siciolante da Sermoneta,1521-01-01T00:00:00Z,1575-01-01T00:00:00Z,Sermoneta,"41.55, 12.983333333333",Rome,"41.893055555556, 12.482777777778"
http://www.wikidata.org/entity/Q2516970,Giuseppe Valeriano,1526-01-01T00:00:00Z,1596-01-01T00:00:00Z,L'Aquila,"42.354008333333, 13.391991666667",Naples,"40.833333333333, 14.25"
http://www.wikidata.org/entity/Q2284972,Sigmund Holbein,1475-01-01T00:00:00Z,1540-11-18T00:00:00Z,Augsbourg,"48.371666666667, 10.898333333333",Berne,"46.950833333333, 7.4386111111111"
http://www.wikidata.org/entity/Q1908666,Mattheus Bril,1550-01-01T00:00:00Z,1583-06-08T00:00:00Z,Anvers,"51.216666666667, 4.4",Rome,"41.893055555556, 12.482777777778"
http://www.wikidata.org/entity/Q11287651,Juan de Juanes,1510-01-01T00:00:00Z,1545-01-01T00:00:00Z,Valence,"39.466666666667, -0.375",Bocairent,"38.765833333333, -0.61277777777778"
http://www.wikidata.org/entity/Q9070447,Roland de Mois,1520-01-01T00:00:00Z,1592-01-01T00:00:00Z,Bruxelles,"50.8467, 4.3547",Saragosse,"41.65, -0.88333333333333"
http://www.wikidata.org/entity/Q11287651,Juan de Juanes,1523-01-01T00:00:00Z,1579-01-01T00:00:00Z,Valence,"39.466666666667, -0.375",Bocairent,"38.765833333333, -0.61277777777778"
http://www.wikidata.org/entity/Q11287651,Juan de Juanes,1510-01-01T00:00:00Z,1579-01-01T00:00:00Z,Valence,"39.466666666667, -0.375",Bocairent,"38.765833333333, -0.61277777777778"
http://www.wikidata.org/entity/Q13479703,Dirck Crabeth,1501-01-01T00:00:00Z,1574-11-01T00:00:00Z,Gouda,"52.01917, 4.7079",Gouda,"52.016666666667, 4.7166666666667"
http://www.wikidata.org/entity/Q11287651,Juan de Juanes,1523-01-01T00:00:00Z,1545-01-01T00:00:00Z,Valence,"39.466666666667, -0.375",Bocairent,"38.765833333333, -0.61277777777778"
http://www.wikidata.org/entity/Q13479703,Dirck Crabeth,1501-01-01T00:00:00Z,1574-11-01T00:00:00Z,Gouda,"52.016666666667, 4.7166666666667",Gouda,"52.01917, 4.7079"
http://www.wikidata.org/entity/Q13479703,Dirck Crabeth,1501-01-01T00:00:00Z,1574-11-01T00:00:00Z,Gouda,"52.01917, 4.7079",Gouda,"52.01917, 4.7079"
http://www.wikidata.org/entity/Q16268416,Domenico Giunti,1505-01-01T00:00:00Z,1560-01-01T00:00:00Z,Prato,"43.880813888889, 11.096561111111",Guastalla,"44.921388888889, 10.654166666667"
http://www.wikidata.org/entity/Q13479703,Dirck Crabeth,1501-01-01T00:00:00Z,1574-11-01T00:00:00Z,Gouda,"52.016666666667, 4.7166666666667",Gouda,"52.016666666667, 4.7166666666667"
http://www.wikidata.org/entity/Q15943416,Jan Verbeeck,1520-01-01T00:00:00Z,1569-01-01T00:00:00Z,Malines,"51.016666666667, 4.4666666666667",Malines,"51.016666666667, 4.4666666666667"
http://www.wikidata.org/entity/Q15943416,Jan Verbeeck,1520-01-01T00:00:00Z,1570-01-01T00:00:00Z,Malines,"51.016666666667, 4.4666666666667",Malines,"51.016666666667, 4.4666666666667"
http://www.wikidata.org/entity/Q13518302,Girolamo da Santa Croce,1480-01-01T00:00:00Z,1556-07-09T00:00:00Z,San Pellegrino Terme,"45.833333333333, 9.6666666666667",Venise,"45.439722222222, 12.331944444444"
http://www.wikidata.org/entity/Q15428862,Leonard Thiry,1490-01-01T00:00:00Z,1550-01-01T00:00:00Z,Deventer,"52.25, 6.15",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q15964683,Giovanni di Benedetto Cianfanini,1462-01-01T00:00:00Z,1542-08-18T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q16148706,Arnoult de Nimègue,1475-01-01T00:00:00Z,1536-01-01T00:00:00Z,Nimègue,"51.833333333333, 5.85",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q16058601,Wolf Traut,1478-01-01T00:00:00Z,1520-01-01T00:00:00Z,Nuremberg,"49.452777777778, 11.077777777778",Nuremberg,"49.452777777778, 11.077777777778"
http://www.wikidata.org/entity/Q15982015,Matthys de Cock,1505-01-01T00:00:00Z,1548-01-01T00:00:00Z,Anvers,"51.216666666667, 4.4",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q21540049,Battista Vicentino,1520-01-01T00:00:00Z,1584-01-01T00:00:00Z,Vicence,"45.55, 11.55",Vicence,"45.55, 11.55"
http://www.wikidata.org/entity/Q18649316,Nicolas Hogenberg,1500-01-01T00:00:00Z,1539-09-01T00:00:00Z,Munich,"48.133333333333, 11.566666666667",Malines,"51.016666666667, 4.4666666666667"
http://www.wikidata.org/entity/Q21559773,Hans Mont,1543-01-01T00:00:00Z,1584-01-01T00:00:00Z,Gand,"51.05, 3.7166666666667",Ulm,"48.4, 9.9833333333333"
http://www.wikidata.org/entity/Q21072424,Pietro Grammorseo,1490-01-01T00:00:00Z,1531-01-01T00:00:00Z,Mons,"50.454722222222, 3.9519444444444",Casale Monferrato,"45.134166666667, 8.4583333333333"
http://www.wikidata.org/entity/Q19402977,Francesco da Castello,1447-01-01T00:00:00Z,1504-01-01T00:00:00Z,Milan,"45.464161, 9.190336",Forbach,"49.188055555556, 6.9"
http://www.wikidata.org/entity/Q21559773,Hans Mont,1546-01-01T00:00:00Z,1582-01-01T00:00:00Z,Gand,"51.05, 3.7166666666667",Ulm,"48.4, 9.9833333333333"
http://www.wikidata.org/entity/Q21559773,Hans Mont,1546-01-01T00:00:00Z,1584-01-01T00:00:00Z,Gand,"51.05, 3.7166666666667",Ulm,"48.4, 9.9833333333333"
http://www.wikidata.org/entity/Q18649316,Nicolas Hogenberg,1500-01-01T00:00:00Z,1539-01-01T00:00:00Z,Munich,"48.133333333333, 11.566666666667",Malines,"51.016666666667, 4.4666666666667"
http://www.wikidata.org/entity/Q19569694,Giorgio Liberale,1527-01-01T00:00:00Z,1579-01-01T00:00:00Z,Udine,"46.066666666667, 13.233333333333",Innsbruck,"47.266666666667, 11.383333333333"
http://www.wikidata.org/entity/Q19521874,Pere Gascó,1502-01-01T00:00:00Z,1546-01-01T00:00:00Z,Vic,"41.930379, 2.254575",Vic,"41.930379, 2.254575"
http://www.wikidata.org/entity/Q14916123,Benedetto Carpaccio,1500-01-01T00:00:00Z,1560-01-01T00:00:00Z,Venise,"45.439722222222, 12.331944444444",Koper,"45.54694, 13.72944"
http://www.wikidata.org/entity/Q15990450,Philipp Renlin,1545-01-01T00:00:00Z,1598-05-01T00:00:00Z,Sud de l'Allemagne,"49, 10",Ulm,"48.4, 9.9833333333333"
http://www.wikidata.org/entity/Q15990450,Philipp Renlin,1545-01-01T00:00:00Z,1598-05-01T00:00:00Z,Sud de l'Allemagne,"49.0, 10",Ulm,"48.4, 9.9833333333333"
http://www.wikidata.org/entity/Q15990450,Philipp Renlin,1545-01-01T00:00:00Z,1598-05-01T00:00:00Z,Sud de l'Allemagne,"49, 10.0",Ulm,"48.4, 9.9833333333333"
http://www.wikidata.org/entity/Q15990450,Philipp Renlin,1545-01-01T00:00:00Z,1598-05-01T00:00:00Z,Sud de l'Allemagne,"49.0, 10.0",Ulm,"48.4, 9.9833333333333"
http://www.wikidata.org/entity/Q11698645,Pedro de Gumiel,1460-01-01T00:00:00Z,1519-01-01T00:00:00Z,Alcalá de Henares,"40.481815, -3.364305",Alcalá de Henares,"40.481815, -3.364305"
http://www.wikidata.org/entity/Q11927362,Jaume Segarra,1480-01-01T00:00:00Z,1543-01-01T00:00:00Z,Reus,"41.15487, 1.10871",Reus,"41.15487, 1.10871"
http://www.wikidata.org/entity/Q9070303,Roderic d'Osona,1440-01-01T00:00:00Z,1518-01-01T00:00:00Z,Valence,"39.466666666667, -0.375",Valence,"39.466666666667, -0.375"
http://www.wikidata.org/entity/Q15485762,Hoste da Reggio,1520-01-01T00:00:00Z,1569-01-01T00:00:00Z,Reggio d’Émilie,"44.7, 10.633333333333",Bergame,"45.695, 9.67"
http://www.wikidata.org/entity/Q15428108,Hans Schickard,1512-01-01T00:00:00Z,1585-01-01T00:00:00Z,Herrenberg,"48.596666666667, 8.8708333333333",Tübingen,"48.52, 9.0555555555556"
http://www.wikidata.org/entity/Q16526364,Alvise Donati,1450-01-01T00:00:00Z,1534-01-01T00:00:00Z,Montorfano,"45.78638, 9.14374",Côme,"45.81025, 9.0861388888889"
http://www.wikidata.org/entity/Q16976365,Guido Durantino,1490-01-01T00:00:00Z,1576-10-16T00:00:00Z,Urbania,"43.667773055556, 12.522088055556",Urbino,"43.725238888889, 12.6372"
http://www.wikidata.org/entity/Q16976502,Orazio Fontana,1510-01-01T00:00:00Z,1571-08-03T00:00:00Z,Urbania,"43.667773055556, 12.522088055556",Urbino,"43.725238888889, 12.6372"
http://www.wikidata.org/entity/Q16526364,Alvise Donati,1450-01-01T00:00:00Z,1534-01-01T00:00:00Z,Montorfano,"45.783333333333, 9.15",Côme,"45.81025, 9.0861388888889"
http://www.wikidata.org/entity/Q17308821,Frans Boels,1555-01-01T00:00:00Z,1596-01-01T00:00:00Z,Malines,"51.016666666667, 4.4666666666667",Amsterdam,"52.383333333333, 4.9"
http://www.wikidata.org/entity/Q18218011,Francesco Signorelli,1495-01-01T00:00:00Z,1553-01-01T00:00:00Z,Cortone,"43.275555555556, 11.988055555556",Cortone,"43.275555555556, 11.988055555556"
http://www.wikidata.org/entity/Q21098813,Geoffroy Dumonstier,1500-01-01T00:00:00Z,1573-10-23T00:00:00Z,Saint-Étienne-du-Rouvray,"49.377777777778, 1.1041666666667",Paris,"48.856577777778, 2.3518277777778"
http://www.wikidata.org/entity/Q19518296,Agostino Facheris,1500-01-01T00:00:00Z,1552-01-01T00:00:00Z,Presezzo,"45.69138889, 9.56638889",Bergame,"45.695, 9.67"
http://www.wikidata.org/entity/Q21546495,Francesco di Pellegrino,1500-01-01T00:00:00Z,1552-01-01T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Paris,"48.856577777778, 2.3518277777778"
http://www.wikidata.org/entity/Q3161809,Jan van den Dale,1460-01-01T00:00:00Z,1522-01-01T00:00:00Z,Diest,"50.9847, 5.0514",Bruxelles,"50.846666666667, 4.3525"
http://www.wikidata.org/entity/Q3299615,Matteo Balducci,1509-01-01T00:00:00Z,1554-01-01T00:00:00Z,Fontignano,"43.02436, 12.1919",Città della Pieve,"42.953888888889, 12.007777777778"
http://www.wikidata.org/entity/Q3299615,Matteo Balducci,1509-01-01T00:00:00Z,1554-01-01T00:00:00Z,Fontignano,"43.0134, 12.1128",Città della Pieve,"42.953888888889, 12.007777777778"
http://www.wikidata.org/entity/Q3339918,Nicola da Urbino,1480-01-01T00:00:00Z,1538-01-01T00:00:00Z,Urbania,"43.667773055556, 12.522088055556",Urbino,"43.725238888889, 12.6372"
http://www.wikidata.org/entity/Q3107938,Giulio Francia,1487-08-20T00:00:00Z,1540-01-01T00:00:00Z,Bologne,"44.493888888889, 11.342777777778",Bologne,"44.493888888889, 11.342777777778"
http://www.wikidata.org/entity/Q3264994,Luca Penni,1500-01-01T00:00:00Z,1556-01-01T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Paris,"48.856577777778, 2.3518277777778"
http://www.wikidata.org/entity/Q3131632,Jean Decourt,1530-01-01T00:00:00Z,1584-01-01T00:00:00Z,Limoges,"45.834444444444, 1.2616666666667",Paris,"48.856577777778, 2.3518277777778"
http://www.wikidata.org/entity/Q3118716,Gualtiero Padovano,1510-01-01T00:00:00Z,1552-01-01T00:00:00Z,Padoue,"45.406388888889, 11.877777777778",Padoue,"45.406388888889, 11.877777777778"
http://www.wikidata.org/entity/Q16853719,Lorentino d'Andrea,1430-01-01T00:00:00Z,1506-01-01T00:00:00Z,Arezzo,"43.463055555556, 11.878055555556",Arezzo,"43.463055555556, 11.878055555556"
http://www.wikidata.org/entity/Q16527807,Antonio da Tradate,1465-01-01T00:00:00Z,1511-01-01T00:00:00Z,Tradate,"45.7, 8.9166666666667",Locarno,"46.166388888889, 8.7997222222222"
http://www.wikidata.org/entity/Q16937646,Hans Dorn,1550-01-01T00:00:00Z,1594-01-01T00:00:00Z,Kirchheim unter Teck,"48.648333333333, 9.4511111111111",Stuttgart,"48.776111111111, 9.1775"
http://www.wikidata.org/entity/Q18578803,Abraham del Hele,1534-01-01T00:00:00Z,1598-11-05T00:00:00Z,Anvers,"51.216666666667, 4.4",Augsbourg,"48.371666666667, 10.898333333333"
http://www.wikidata.org/entity/Q16937679,Hans Gerngroß,1500-01-01T00:00:00Z,1564-01-01T00:00:00Z,Schorndorf,"48.8, 9.5333333333333",Stuttgart,"48.776111111111, 9.1775"
http://www.wikidata.org/entity/Q18575508,Cyriakus Roder,1560-01-01T00:00:00Z,1598-01-01T00:00:00Z,Leipzig,"51.333333333333, 12.383333333333",Dresde,"51.033333333333, 13.733333333333"
http://www.wikidata.org/entity/Q18289012,Gerhard Ramsler,1535-01-01T00:00:00Z,1590-01-01T00:00:00Z,Deventer,"52.25, 6.15",Augsbourg,"48.371666666667, 10.898333333333"
http://www.wikidata.org/entity/Q3105284,Giannicola di Paolo,1460-01-01T00:00:00Z,1544-10-27T00:00:00Z,Pérouse,"43.1121, 12.3888",Pérouse,"43.1121, 12.3888"
